id_usuario;nome;cpf;email;tipo_conta;agencia;numero_conta;limite_especial;tipo_cartao;final_cartao;limite_cartao
221;Ricardo Costa;944.228.447-18;ricardo.costa@email.com;Corrente;0004;11960-0;2989.43;Crédito Platinum;8211;1565.54
222;Beatriz Souza;967.168.988-74;beatriz.souza@email.com;Universitária;0007;72024-2;0.0;Débito;4670;0.0
223;Ana Ferreira;333.266.224-32;ana.ferreira@email.com;Corrente;0007;89337-1;3941.47;Crédito Platinum;9282;39095.38
224;Carlos Pereira;674.696.508-79;carlos.pereira@email.com;Poupanca;0008;13058-2;0.0;Débito;8332;0.0
225;Beatriz Ferreira;581.911.815-46;beatriz.ferreira@email.com;Universitária;0001;15269-7;0.0;Crédito Black;8295;44000.85
226;João Oliveira;984.670.190-85;joão.oliveira@email.com;Poupanca;0001;64446-5;0.0;Crédito Black;5615;30409.58
227;João Nascimento;159.769.626-19;joão.nascimento@email.com;Corrente;0010;92073-3;3901.73;Crédito Infinite;2078;1204.67
228;Lucas Pereira;655.137.513-30;lucas.pereira@email.com;Poupanca;0001;39084-3;0.0;Crédito Black;8996;14373.54
229;Ricardo Souza;928.776.466-54;ricardo.souza@email.com;Corrente;0008;95552-5;1949.32;Débito;4614;0.0
230;Carlos Pereira;868.381.765-52;carlos.pereira@email.com;Poupanca;0007;48866-8;0.0;Crédito Platinum;5842;48796.61
231;Lucas Nascimento;457.986.688-81;lucas.nascimento@email.com;Poupanca;0004;13733-7;0.0;Crédito Platinum;9161;41401.51
232;Maria Pereira;690.274.219-78;maria.pereira@email.com;Poupanca;0001;19051-9;0.0;Débito;7454;0.0
233;Patrícia Almeida;699.787.215-12;patrícia.almeida@email.com;Poupanca;0004;67120-9;0.0;Débito;4252;0.0
234;Maria Ferreira;531.126.831-24;maria.ferreira@email.com;Corrente;0010;34417-1;185.07;Débito;5083;0.0
235;João Ferreira;153.942.685-14;joão.ferreira@email.com;Universitária;0007;47291-1;0.0;Crédito Infinite;7251;5708.66
236;Ana Nascimento;503.485.520-44;ana.nascimento@email.com;Poupanca;0007;93133-3;0.0;Crédito Platinum;4581;37773.19
237;Fernando Silva;821.725.181-44;fernando.silva@email.com;Universitária;0006;25653-1;0.0;Crédito Platinum;2720;18957.22
238;Carlos Nascimento;712.684.477-66;carlos.nascimento@email.com;Universitária;0001;35714-4;0.0;Crédito Infinite;9104;1373.24
239;João Santos;348.586.698-30;joão.santos@email.com;Corrente;0001;60827-6;25.54;Crédito Platinum;2458;29722.15
240;João Ferreira;729.750.689-40;joão.ferreira@email.com;Corrente;0008;95794-4;2938.14;Crédito Black;9697;7323.03
241;Fernando Santos;543.662.296-53;fernando.santos@email.com;Poupanca;0010;54735-9;0.0;Crédito Black;5361;13712.65
242;Beatriz Ferreira;168.604.562-85;beatriz.ferreira@email.com;Corrente;0002;49822-0;4865.35;Crédito Platinum;6529;20789.6
243;Carlos Santos;915.730.119-71;carlos.santos@email.com;Universitária;0005;59717-2;0.0;Crédito Black;2376;43279.96
244;Beatriz Almeida;569.831.668-14;beatriz.almeida@email.com;Corrente;0009;36986-3;402.83;Débito;1605;0.0
245;João Silva;722.420.440-15;joão.silva@email.com;Corrente;0006;41802-2;3200.45;Crédito Black;5249;10170.13
246;Fernando Silva;223.814.575-81;fernando.silva@email.com;Corrente;0004;37248-5;1476.62;Crédito Infinite;7610;48646.94
247;Patrícia Costa;890.608.386-97;patrícia.costa@email.com;Universitária;0001;59311-0;0.0;Crédito Infinite;2775;23234.23
248;Ricardo Almeida;498.990.270-88;ricardo.almeida@email.com;Corrente;0007;24407-1;2439.89;Crédito Infinite;9091;12190.94
249;Fernando Pereira;255.815.932-32;fernando.pereira@email.com;Corrente;0009;74147-9;4290.68;Crédito Infinite;5173;14440.58
250;Patrícia Silva;259.485.292-70;patrícia.silva@email.com;Poupanca;0007;36064-4;0.0;Crédito Platinum;5793;17010.52
251;Lucas Ferreira;409.566.122-68;lucas.ferreira@email.com;Corrente;0004;33728-1;2429.17;Crédito Black;8085;44834.63
252;Patrícia Santos;550.805.784-52;patrícia.santos@email.com;Corrente;0007;84506-1;4488.13;Crédito Platinum;9050;17750.21
253;Beatriz Almeida;625.710.304-25;beatriz.almeida@email.com;Corrente;0005;87798-1;3124.47;Crédito Platinum;3502;40559.83
254;Ricardo Santos;472.950.896-15;ricardo.santos@email.com;Corrente;0007;22871-8;4646.06;Crédito Platinum;8499;33094.47
255;Beatriz Silva;907.187.209-84;beatriz.silva@email.com;Corrente;0006;53939-8;485.27;Crédito Platinum;7966;33639.95
256;Juliana Almeida;762.252.253-93;juliana.almeida@email.com;Corrente;0003;55301-0;2.62;Crédito Platinum;5683;13346.97
257;Lucas Costa;723.697.722-12;lucas.costa@email.com;Corrente;0007;88340-1;1273.6;Crédito Black;3506;10057.56
258;Patrícia Souza;297.158.489-87;patrícia.souza@email.com;Corrente;0007;98772-8;3100.86;Crédito Infinite;7523;42874.07
259;Patrícia Oliveira;212.174.437-76;patrícia.oliveira@email.com;Corrente;0010;94407-1;2459.74;Crédito Black;9043;49626.02
260;Juliana Nascimento;923.569.918-79;juliana.nascimento@email.com;Corrente;0003;93795-1;2247.81;Débito;3430;0.0
261;Patrícia Santos;752.961.835-51;patrícia.santos@email.com;Corrente;0003;33935-7;3581.27;Débito;1999;0.0
262;Fernando Almeida;150.788.793-27;fernando.almeida@email.com;Poupanca;0003;54754-1;0.0;Crédito Infinite;8161;15677.03
263;Ricardo Santos;861.372.365-44;ricardo.santos@email.com;Poupanca;0005;22598-7;0.0;Crédito Platinum;6336;31185.41
264;Beatriz Costa;794.222.992-75;beatriz.costa@email.com;Poupanca;0006;14982-9;0.0;Crédito Infinite;2361;7987.49
265;Fernando Costa;186.625.926-86;fernando.costa@email.com;Corrente;0008;66544-1;390.48;Crédito Black;9016;21798.16
266;Ricardo Pereira;802.468.489-30;ricardo.pereira@email.com;Corrente;0003;56563-3;1868.53;Crédito Platinum;7706;6039.87
267;João Pereira;656.230.214-95;joão.pereira@email.com;Corrente;0008;37566-1;3219.79;Crédito Infinite;4001;24168.12
268;Ricardo Costa;873.554.935-28;ricardo.costa@email.com;Corrente;0005;77286-8;2934.78;Crédito Platinum;9379;32468.58
269;Ricardo Pereira;757.100.960-10;ricardo.pereira@email.com;Poupanca;0009;31684-0;0.0;Crédito Platinum;8879;9845.28
270;Carlos Oliveira;290.402.447-78;carlos.oliveira@email.com;Universitária;0007;32210-7;0.0;Débito;3490;0.0
271;Juliana Pereira;942.382.797-52;juliana.pereira@email.com;Universitária;0003;55712-5;0.0;Crédito Black;4747;44499.45
272;Maria Pereira;361.794.542-21;maria.pereira@email.com;Poupanca;0003;52098-8;0.0;Crédito Platinum;2232;33264.63
273;Patrícia Costa;705.136.663-44;patrícia.costa@email.com;Poupanca;0007;38702-6;0.0;Crédito Black;2995;4482.86
274;João Ferreira;623.611.851-80;joão.ferreira@email.com;Poupanca;0003;15899-3;0.0;Débito;9533;0.0
275;Beatriz Oliveira;868.358.442-71;beatriz.oliveira@email.com;Corrente;0009;74510-2;96.82;Débito;4768;0.0
276;Patrícia Pereira;817.344.188-69;patrícia.pereira@email.com;Corrente;0004;52774-4;3535.31;Débito;8786;0.0
277;Maria Ferreira;786.286.598-43;maria.ferreira@email.com;Universitária;0007;47630-6;0.0;Crédito Infinite;6825;5430.65
278;Ricardo Oliveira;516.693.327-28;ricardo.oliveira@email.com;Universitária;0002;99961-3;0.0;Crédito Black;7384;44472.0
279;Maria Nascimento;962.442.713-29;maria.nascimento@email.com;Corrente;0006;52118-7;1483.12;Débito;1467;0.0
280;Patrícia Oliveira;206.179.979-20;patrícia.oliveira@email.com;Poupanca;0004;10320-8;0.0;Débito;5511;0.0
281;João Santos;521.397.340-95;joão.santos@email.com;Corrente;0007;23191-6;2922.79;Crédito Platinum;5248;38510.53
282;Lucas Oliveira;754.556.478-93;lucas.oliveira@email.com;Poupanca;0005;40383-1;0.0;Crédito Platinum;2558;38689.71
283;Lucas Nascimento;146.560.945-42;lucas.nascimento@email.com;Universitária;0005;87890-9;0.0;Débito;8308;0.0
284;Maria Pereira;410.440.804-34;maria.pereira@email.com;Poupanca;0009;56962-9;0.0;Crédito Platinum;2020;44686.54
285;Patrícia Santos;694.439.538-19;patrícia.santos@email.com;Poupanca;0010;23010-9;0.0;Crédito Infinite;2812;18538.89
286;Maria Pereira;132.817.227-66;maria.pereira@email.com;Corrente;0007;78129-7;952.43;Crédito Black;5179;28851.92
287;Juliana Silva;284.379.242-45;juliana.silva@email.com;Universitária;0001;91356-8;0.0;Débito;4455;0.0
288;Ana Pereira;216.723.851-42;ana.pereira@email.com;Universitária;0001;36254-8;0.0;Crédito Infinite;3202;48223.39
289;Juliana Santos;394.804.242-43;juliana.santos@email.com;Universitária;0005;91346-6;0.0;Crédito Platinum;1938;12149.28
290;Fernando Souza;652.974.663-34;fernando.souza@email.com;Poupanca;0001;31101-1;0.0;Débito;5503;0.0
291;Ana Oliveira;605.649.879-24;ana.oliveira@email.com;Poupanca;0005;61150-9;0.0;Crédito Black;4000;12658.8
292;Maria Ferreira;398.971.665-90;maria.ferreira@email.com;Universitária;0008;77337-8;0.0;Crédito Infinite;7128;30144.18
293;Maria Costa;858.295.202-76;maria.costa@email.com;Universitária;0009;23772-4;0.0;Crédito Black;2378;14738.5
294;Ricardo Costa;104.829.974-53;ricardo.costa@email.com;Universitária;0003;57244-1;0.0;Crédito Platinum;1410;4036.96
295;Beatriz Santos;361.336.181-19;beatriz.santos@email.com;Corrente;0006;30905-1;4838.32;Crédito Black;6706;14481.14
296;Carlos Silva;174.107.702-21;carlos.silva@email.com;Poupanca;0009;16451-3;0.0;Crédito Infinite;1916;36834.48
297;Ana Ferreira;534.979.220-60;ana.ferreira@email.com;Poupanca;0007;45512-7;0.0;Crédito Black;6305;42901.06
298;Lucas Nascimento;491.675.129-37;lucas.nascimento@email.com;Universitária;0009;36703-2;0.0;Crédito Infinite;4165;33000.24
299;Juliana Silva;111.989.767-46;juliana.silva@email.com;Universitária;0006;85791-6;0.0;Crédito Infinite;9577;17331.64
300;Beatriz Pereira;419.461.152-10;beatriz.pereira@email.com;Universitária;0008;75281-9;0.0;Crédito Infinite;9334;19905.51
301;Carlos Pereira;831.197.192-67;carlos.pereira@email.com;Universitária;0009;83209-0;0.0;Crédito Platinum;3988;17099.26
302;Ana Silva;781.481.517-88;ana.silva@email.com;Poupanca;0001;46647-0;0.0;Débito;2006;0.0
303;Ricardo Santos;545.119.563-94;ricardo.santos@email.com;Corrente;0009;25785-3;3158.38;Crédito Black;5852;43813.06
304;Beatriz Pereira;296.546.273-50;beatriz.pereira@email.com;Universitária;0006;68225-9;0.0;Crédito Black;9010;41101.3
305;Fernando Silva;819.617.325-70;fernando.silva@email.com;Universitária;0001;84332-9;0.0;Crédito Platinum;6148;17335.54
306;Carlos Oliveira;824.560.645-22;carlos.oliveira@email.com;Corrente;0005;38367-7;766.72;Crédito Black;6619;39231.73
307;João Ferreira;700.757.300-87;joão.ferreira@email.com;Corrente;0005;45464-4;91.56;Crédito Infinite;5649;45628.8
308;Maria Silva;695.703.153-16;maria.silva@email.com;Corrente;0004;31361-8;3614.12;Crédito Infinite;6999;44967.44
309;Maria Ferreira;549.823.674-14;maria.ferreira@email.com;Universitária;0005;92188-5;0.0;Débito;5692;0.0
310;João Souza;423.446.839-55;joão.souza@email.com;Poupanca;0004;34796-7;0.0;Crédito Platinum;7417;1735.57
311;João Pereira;108.190.462-30;joão.pereira@email.com;Poupanca;0002;72850-1;0.0;Crédito Platinum;2634;48338.51
312;Ricardo Pereira;517.598.174-82;ricardo.pereira@email.com;Poupanca;0009;14545-8;0.0;Crédito Platinum;4610;12104.97
313;Juliana Silva;543.897.453-88;juliana.silva@email.com;Poupanca;0006;87641-7;0.0;Crédito Black;5646;48713.99
314;Patrícia Almeida;517.627.495-73;patrícia.almeida@email.com;Universitária;0004;12312-7;0.0;Crédito Black;3268;32147.95
315;Ricardo Oliveira;629.791.847-46;ricardo.oliveira@email.com;Poupanca;0002;61651-3;0.0;Débito;1517;0.0
316;Lucas Pereira;267.591.851-83;lucas.pereira@email.com;Poupanca;0007;55311-7;0.0;Débito;1830;0.0
317;Beatriz Silva;304.719.917-90;beatriz.silva@email.com;Universitária;0006;15332-6;0.0;Débito;4103;0.0
318;Ana Costa;665.233.386-26;ana.costa@email.com;Poupanca;0005;51737-8;0.0;Crédito Infinite;4023;24479.67
319;Ana Oliveira;718.995.345-23;ana.oliveira@email.com;Poupanca;0008;64556-2;0.0;Crédito Platinum;6174;28439.8
320;Lucas Silva;651.811.507-62;lucas.silva@email.com;Corrente;0002;24792-9;2578.03;Crédito Black;7894;49920.44
321;Juliana Ferreira;373.586.353-77;juliana.ferreira@email.com;Corrente;0009;85750-4;3708.96;Crédito Infinite;2730;25886.57
322;Fernando Santos;645.973.679-73;fernando.santos@email.com;Universitária;0009;60156-8;0.0;Crédito Infinite;3187;16272.26
323;Beatriz Silva;453.866.124-33;beatriz.silva@email.com;Corrente;0008;57577-3;4706.75;Crédito Black;5091;28985.07
324;Ana Oliveira;549.444.713-23;ana.oliveira@email.com;Universitária;0009;89009-0;0.0;Crédito Black;8729;33410.66
325;Maria Costa;959.455.188-70;maria.costa@email.com;Poupanca;0009;83401-3;0.0;Crédito Platinum;5272;34272.25
326;João Souza;833.815.799-55;joão.souza@email.com;Poupanca;0003;30894-7;0.0;Crédito Black;2900;6146.46
327;Juliana Oliveira;967.465.148-20;juliana.oliveira@email.com;Universitária;0004;68208-2;0.0;Crédito Infinite;7999;26487.41
328;Maria Silva;673.936.822-91;maria.silva@email.com;Poupanca;0007;43242-0;0.0;Débito;3762;0.0
329;Beatriz Nascimento;371.207.600-73;beatriz.nascimento@email.com;Poupanca;0003;37997-7;0.0;Débito;9017;0.0
330;Maria Santos;722.346.468-64;maria.santos@email.com;Poupanca;0004;57113-1;0.0;Débito;2249;0.0
331;Carlos Silva;604.900.815-44;carlos.silva@email.com;Poupanca;0004;42603-1;0.0;Crédito Infinite;8286;36119.89
332;Beatriz Oliveira;296.274.389-12;beatriz.oliveira@email.com;Universitária;0004;84017-4;0.0;Débito;2449;0.0
333;Patrícia Silva;445.732.588-64;patrícia.silva@email.com;Universitária;0005;16558-9;0.0;Débito;8688;0.0
334;Maria Santos;424.301.928-79;maria.santos@email.com;Universitária;0006;48345-0;0.0;Débito;7719;0.0
335;Juliana Santos;607.550.624-26;juliana.santos@email.com;Universitária;0004;85429-3;0.0;Crédito Infinite;2428;5920.41
336;João Silva;847.711.466-84;joão.silva@email.com;Corrente;0010;89482-6;4499.95;Crédito Infinite;8651;9475.28
337;Ana Oliveira;373.568.723-67;ana.oliveira@email.com;Corrente;0006;85624-9;1945.16;Débito;3424;0.0
338;Beatriz Ferreira;335.373.904-76;beatriz.ferreira@email.com;Poupanca;0004;67157-2;0.0;Crédito Black;6811;33105.57
339;Ana Pereira;631.572.791-24;ana.pereira@email.com;Universitária;0010;66249-2;0.0;Crédito Infinite;4600;5604.03
340;Maria Nascimento;381.648.728-83;maria.nascimento@email.com;Poupanca;0005;65122-7;0.0;Crédito Black;7023;28634.03
341;João Almeida;529.307.732-14;joão.almeida@email.com;Universitária;0006;77133-6;0.0;Crédito Infinite;5880;35361.28
342;Maria Ferreira;742.713.545-21;maria.ferreira@email.com;Universitária;0006;16665-6;0.0;Débito;3464;0.0
343;Lucas Costa;183.451.839-51;lucas.costa@email.com;Poupanca;0004;59165-5;0.0;Crédito Black;6990;29344.39
344;Carlos Ferreira;561.345.828-69;carlos.ferreira@email.com;Poupanca;0001;86238-3;0.0;Débito;8426;0.0
345;Carlos Ferreira;565.114.837-34;carlos.ferreira@email.com;Corrente;0008;73584-5;6.11;Crédito Infinite;7373;1153.07
346;Ana Oliveira;682.742.907-31;ana.oliveira@email.com;Universitária;0004;17907-8;0.0;Crédito Infinite;6778;25579.75
347;João Oliveira;424.706.738-17;joão.oliveira@email.com;Poupanca;0001;90392-0;0.0;Crédito Black;8974;29038.0
348;Lucas Souza;325.961.937-49;lucas.souza@email.com;Universitária;0002;75137-6;0.0;Crédito Platinum;1646;31003.46
349;Patrícia Oliveira;991.129.418-71;patrícia.oliveira@email.com;Corrente;0009;58494-9;1651.74;Crédito Infinite;7397;35601.22
350;Juliana Santos;895.344.861-52;juliana.santos@email.com;Universitária;0005;44858-9;0.0;Crédito Platinum;9087;46447.29
351;Juliana Oliveira;888.624.849-80;juliana.oliveira@email.com;Universitária;0008;34693-3;0.0;Débito;9372;0.0
352;Carlos Nascimento;283.700.119-68;carlos.nascimento@email.com;Corrente;0005;51911-4;2276.48;Crédito Infinite;8157;40741.53
353;Juliana Ferreira;167.922.852-32;juliana.ferreira@email.com;Universitária;0005;21003-0;0.0;Crédito Black;4936;21467.64
354;Fernando Almeida;299.284.171-14;fernando.almeida@email.com;Universitária;0010;55607-6;0.0;Débito;8276;0.0
355;Ricardo Almeida;955.843.544-91;ricardo.almeida@email.com;Universitária;0009;25883-9;0.0;Crédito Infinite;9429;23088.82
356;João Costa;218.474.255-16;joão.costa@email.com;Poupanca;0003;30025-3;0.0;Débito;5070;0.0
357;Maria Pereira;102.254.755-45;maria.pereira@email.com;Poupanca;0003;29124-3;0.0;Crédito Black;8210;37927.4
358;Carlos Ferreira;478.166.874-36;carlos.ferreira@email.com;Poupanca;0001;39970-0;0.0;Débito;4440;0.0
359;Lucas Nascimento;848.556.771-91;lucas.nascimento@email.com;Universitária;0001;14014-3;0.0;Crédito Infinite;4662;37432.35
360;Maria Silva;417.915.768-71;maria.silva@email.com;Poupanca;0006;42085-1;0.0;Crédito Platinum;3035;43615.66
361;Ricardo Costa;580.636.946-38;ricardo.costa@email.com;Corrente;0003;61946-8;2151.95;Débito;2545;0.0
362;Fernando Costa;150.652.887-86;fernando.costa@email.com;Corrente;0006;52310-1;3377.09;Crédito Black;9474;4303.42
363;João Nascimento;916.928.868-23;joão.nascimento@email.com;Universitária;0005;96917-0;0.0;Crédito Infinite;5405;32019.9
364;Patrícia Santos;686.110.787-67;patrícia.santos@email.com;Poupanca;0006;25248-3;0.0;Crédito Platinum;3436;45386.56
365;Patrícia Santos;316.272.955-85;patrícia.santos@email.com;Corrente;0008;36203-3;1362.9;Crédito Platinum;3088;42332.27
366;Beatriz Pereira;168.852.685-56;beatriz.pereira@email.com;Universitária;0001;75609-1;0.0;Crédito Black;9904;6042.39
367;Carlos Costa;865.315.411-31;carlos.costa@email.com;Universitária;0008;75547-6;0.0;Crédito Infinite;4503;15180.56
368;João Souza;723.294.598-34;joão.souza@email.com;Poupanca;0004;29397-4;0.0;Crédito Platinum;3487;9893.67
369;Lucas Silva;149.336.563-42;lucas.silva@email.com;Universitária;0003;49133-8;0.0;Crédito Platinum;8106;39467.61
370;Fernando Costa;644.921.773-16;fernando.costa@email.com;Corrente;0008;51917-3;801.09;Crédito Platinum;1251;18306.93
371;Patrícia Almeida;572.740.970-79;patrícia.almeida@email.com;Corrente;0004;29647-9;1886.38;Crédito Platinum;2933;8868.95
372;Fernando Costa;266.732.753-58;fernando.costa@email.com;Universitária;0009;78946-7;0.0;Crédito Infinite;9941;34228.49
373;Ana Pereira;627.490.878-21;ana.pereira@email.com;Universitária;0002;77523-5;0.0;Crédito Infinite;9852;45642.61
374;Carlos Santos;736.765.491-86;carlos.santos@email.com;Universitária;0007;58256-9;0.0;Crédito Infinite;6720;46405.91
375;Juliana Nascimento;576.177.245-41;juliana.nascimento@email.com;Corrente;0004;92235-5;4267.45;Crédito Black;6811;10450.57
376;Ricardo Silva;193.686.638-79;ricardo.silva@email.com;Corrente;0009;60332-0;1167.56;Débito;1861;0.0
377;Maria Santos;496.745.597-67;maria.santos@email.com;Poupanca;0004;94105-7;0.0;Crédito Infinite;3271;40175.18
378;João Nascimento;588.942.671-67;joão.nascimento@email.com;Corrente;0008;75914-2;249.77;Crédito Platinum;1172;29036.55
379;Ricardo Almeida;589.582.757-97;ricardo.almeida@email.com;Universitária;0001;50384-0;0.0;Crédito Black;4282;49408.61
380;Carlos Pereira;269.131.769-34;carlos.pereira@email.com;Poupanca;0007;35206-5;0.0;Crédito Infinite;5461;38634.63
381;João Silva;585.961.218-39;joão.silva@email.com;Corrente;0007;51589-9;3532.89;Crédito Platinum;6430;22227.7
382;João Santos;564.769.512-76;joão.santos@email.com;Corrente;0005;89864-3;499.71;Débito;7392;0.0
383;Carlos Pereira;652.894.594-69;carlos.pereira@email.com;Corrente;0008;18132-9;929.48;Crédito Infinite;7732;48383.98
384;Maria Pereira;675.673.363-65;maria.pereira@email.com;Universitária;0007;62386-3;0.0;Crédito Infinite;8493;44623.8
385;Maria Pereira;144.547.589-45;maria.pereira@email.com;Poupanca;0002;80363-8;0.0;Crédito Black;7827;46655.31
386;Carlos Costa;765.695.374-59;carlos.costa@email.com;Poupanca;0010;47536-6;0.0;Crédito Black;5302;6902.73
387;Lucas Ferreira;369.527.199-37;lucas.ferreira@email.com;Poupanca;0006;85147-0;0.0;Crédito Infinite;7395;38760.42
388;Patrícia Ferreira;619.750.560-57;patrícia.ferreira@email.com;Universitária;0001;23610-7;0.0;Crédito Platinum;9423;18436.87
389;Carlos Almeida;609.433.640-99;carlos.almeida@email.com;Corrente;0005;57156-5;4241.16;Crédito Platinum;8641;37403.72
390;Ricardo Pereira;493.936.499-40;ricardo.pereira@email.com;Poupanca;0010;49870-2;0.0;Crédito Infinite;7018;49528.88
391;Carlos Nascimento;312.397.257-61;carlos.nascimento@email.com;Universitária;0001;34009-0;0.0;Crédito Infinite;9082;15219.03
392;Ricardo Pereira;504.273.596-19;ricardo.pereira@email.com;Poupanca;0008;56101-4;0.0;Crédito Platinum;7475;36833.63
393;João Almeida;957.207.138-52;joão.almeida@email.com;Poupanca;0008;21175-0;0.0;Crédito Infinite;2665;5673.13
394;Patrícia Almeida;553.472.186-87;patrícia.almeida@email.com;Poupanca;0008;91484-6;0.0;Crédito Infinite;3493;42957.6
395;João Almeida;224.190.586-60;joão.almeida@email.com;Universitária;0010;46927-1;0.0;Crédito Black;6381;43595.72
396;Fernando Almeida;295.866.876-75;fernando.almeida@email.com;Poupanca;0006;64799-2;0.0;Débito;6381;0.0
397;Ana Souza;384.816.319-47;ana.souza@email.com;Universitária;0004;10812-8;0.0;Débito;4717;0.0
398;João Almeida;584.911.261-97;joão.almeida@email.com;Poupanca;0006;27721-4;0.0;Crédito Platinum;4104;17109.6
399;Beatriz Santos;478.121.279-19;beatriz.santos@email.com;Universitária;0007;49138-3;0.0;Crédito Black;1098;32530.19
400;Juliana Ferreira;622.977.177-39;juliana.ferreira@email.com;Universitária;0008;67657-2;0.0;Crédito Infinite;6230;48005.78
401;Juliana Oliveira;472.969.931-39;juliana.oliveira@email.com;Poupanca;0008;40864-2;0.0;Crédito Platinum;7125;46728.11
402;João Ferreira;566.872.317-39;joão.ferreira@email.com;Poupanca;0002;94004-9;0.0;Débito;9716;0.0
403;Maria Santos;657.153.155-45;maria.santos@email.com;Corrente;0007;19957-0;1222.95;Débito;8296;0.0
404;Maria Nascimento;602.167.266-33;maria.nascimento@email.com;Poupanca;0010;95116-8;0.0;Crédito Black;7297;37883.42
405;Ana Silva;426.129.311-28;ana.silva@email.com;Universitária;0001;30235-5;0.0;Crédito Black;7597;20017.82
406;Beatriz Silva;178.499.671-14;beatriz.silva@email.com;Universitária;0002;97847-6;0.0;Débito;5129;0.0
407;Carlos Costa;589.609.394-54;carlos.costa@email.com;Poupanca;0001;18626-1;0.0;Crédito Infinite;4059;29627.38
408;Fernando Santos;697.844.591-90;fernando.santos@email.com;Poupanca;0010;84716-1;0.0;Débito;6323;0.0
409;Carlos Santos;881.126.670-10;carlos.santos@email.com;Universitária;0008;57966-0;0.0;Crédito Infinite;2225;2337.23
410;Ricardo Oliveira;239.164.755-34;ricardo.oliveira@email.com;Poupanca;0006;67608-6;0.0;Crédito Infinite;8867;25603.9
411;Juliana Souza;417.253.417-75;juliana.souza@email.com;Corrente;0002;75916-2;1236.38;Crédito Infinite;7408;3626.41
412;Lucas Nascimento;767.352.794-25;lucas.nascimento@email.com;Poupanca;0009;12265-5;0.0;Débito;7472;0.0
413;Maria Nascimento;849.108.879-85;maria.nascimento@email.com;Corrente;0010;74099-1;725.07;Crédito Platinum;3728;34013.46
414;Patrícia Pereira;916.396.567-40;patrícia.pereira@email.com;Universitária;0001;51244-8;0.0;Crédito Platinum;3613;49717.86
415;Lucas Pereira;481.680.120-25;lucas.pereira@email.com;Corrente;0001;83982-3;2851.53;Crédito Platinum;8979;11337.38
416;Lucas Souza;973.943.313-54;lucas.souza@email.com;Poupanca;0004;84314-2;0.0;Débito;5427;0.0
417;Lucas Oliveira;463.491.224-26;lucas.oliveira@email.com;Universitária;0007;17387-3;0.0;Crédito Infinite;9982;26517.71
418;Ana Souza;831.508.809-99;ana.souza@email.com;Corrente;0009;77054-2;357.55;Débito;9247;0.0
419;Ana Oliveira;436.154.862-42;ana.oliveira@email.com;Corrente;0004;93579-9;2386.26;Crédito Platinum;8270;24026.22
420;Juliana Almeida;469.804.166-28;juliana.almeida@email.com;Universitária;0001;50657-1;0.0;Crédito Platinum;4677;7685.99
421;Ricardo Souza;934.790.103-86;ricardo.souza@email.com;Universitária;0006;12838-2;0.0;Crédito Infinite;4975;8991.53
422;Ana Costa;844.832.842-82;ana.costa@email.com;Poupanca;0005;82920-8;0.0;Crédito Black;8918;7628.48
423;Beatriz Almeida;438.589.359-22;beatriz.almeida@email.com;Poupanca;0006;21018-4;0.0;Crédito Infinite;6238;38764.82
424;Lucas Oliveira;871.932.630-64;lucas.oliveira@email.com;Poupanca;0002;86245-6;0.0;Débito;9611;0.0
425;João Nascimento;288.708.635-17;joão.nascimento@email.com;Universitária;0008;15289-4;0.0;Débito;9061;0.0
426;Lucas Pereira;608.141.803-53;lucas.pereira@email.com;Poupanca;0010;72977-4;0.0;Crédito Black;1185;16126.84
427;Fernando Silva;632.834.156-93;fernando.silva@email.com;Corrente;0001;94525-5;1864.21;Crédito Platinum;7358;9652.51
428;Beatriz Nascimento;233.842.154-19;beatriz.nascimento@email.com;Corrente;0010;10464-0;672.52;Crédito Black;8382;22843.55
429;Fernando Silva;327.652.120-29;fernando.silva@email.com;Corrente;0004;49492-7;3026.28;Débito;1115;0.0
430;Patrícia Santos;289.550.592-74;patrícia.santos@email.com;Universitária;0008;80694-9;0.0;Crédito Infinite;3040;8431.5
431;Maria Souza;299.217.525-90;maria.souza@email.com;Universitária;0010;33954-0;0.0;Crédito Black;4531;29277.16
432;Patrícia Souza;213.448.963-93;patrícia.souza@email.com;Corrente;0010;35572-2;1262.32;Crédito Black;2993;2361.14
433;Fernando Santos;372.978.857-26;fernando.santos@email.com;Corrente;0001;52448-0;1238.89;Débito;6731;0.0
434;Juliana Almeida;274.100.525-15;juliana.almeida@email.com;Corrente;0010;99234-7;716.04;Débito;8715;0.0
435;Ana Ferreira;884.848.285-97;ana.ferreira@email.com;Corrente;0003;41053-1;2699.41;Débito;1906;0.0
436;Beatriz Nascimento;113.831.202-99;beatriz.nascimento@email.com;Corrente;0001;32522-7;342.4;Crédito Black;2046;16572.37
437;Beatriz Souza;429.610.625-76;beatriz.souza@email.com;Universitária;0001;22146-6;0.0;Débito;8511;0.0
438;Beatriz Nascimento;439.687.334-59;beatriz.nascimento@email.com;Poupanca;0010;71648-9;0.0;Crédito Infinite;8603;7076.52
439;Maria Almeida;511.309.716-85;maria.almeida@email.com;Corrente;0002;94737-8;4993.52;Crédito Platinum;2217;2338.78
440;Patrícia Pereira;995.157.353-87;patrícia.pereira@email.com;Universitária;0009;58528-7;0.0;Crédito Infinite;7506;12221.93
